rgb,abs_rel,d1,rmse
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000168.png,0.084378,0.891051,4.379558
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000070.png,0.055338,0.964656,3.041813
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000084.png,0.094630,0.904286,4.492151
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000140.png,0.087335,0.956991,2.945730
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000049.png,0.075842,0.924771,3.433818
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000182.png,0.065029,0.954293,3.731989
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000147.png,0.070155,0.923783,3.263342
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000056.png,0.081044,0.921389,3.658475
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000063.png,0.053041,0.972339,2.996510
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000021.png,0.081494,0.938705,3.518417
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000119.png,0.070020,0.922685,4.227989
2011_09_26/2011_09_26_drive_0027_sync/image_02/data/0000000028.png,0.071415,0.936176,3.067543
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000380.png,0.111239,0.809603,4.379711
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000394.png,0.096206,0.862176,3.807189
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000324.png,0.251120,0.607032,8.462396
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000268.png,0.076921,0.934672,4.400396
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000366.png,0.080047,0.916547,3.744063
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000296.png,0.069872,0.963019,3.459880
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000014.png,0.083862,0.902985,3.755528
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000028.png,0.082838,0.955945,3.589700
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000182.png,0.079508,0.927760,4.394596
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000168.png,0.078642,0.907453,4.245889
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000196.png,0.065267,0.951908,3.250537
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000140.png,0.068874,0.951376,3.503938
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000084.png,0.076715,0.929442,2.888215
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000056.png,0.072058,0.942803,4.025338
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000112.png,0.064454,0.950020,3.973530
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000352.png,0.143904,0.796551,3.408771
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000126.png,0.062660,0.973985,3.083462
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000070.png,0.094855,0.927189,4.563704
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000310.png,0.088532,0.950630,3.338891
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000154.png,0.063941,0.944705,3.246493
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000098.png,0.041429,0.992117,2.490311
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000408.png,0.109274,0.759162,4.710123
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000042.png,0.086143,0.955527,3.754043
2011_09_26/2011_09_26_drive_0029_sync/image_02/data/0000000338.png,0.217307,0.640874,6.927878
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000128.png,0.056224,0.968504,3.306788
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000192.png,0.054100,0.954436,3.797339
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000032.png,0.046364,0.967059,3.252421
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000352.png,0.061729,0.958468,3.482083
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000608.png,0.099042,0.904545,3.543302
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000224.png,0.041669,0.977120,2.280291
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000576.png,0.127022,0.796537,5.226698
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000672.png,0.085689,0.898298,3.798477
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000064.png,0.050160,0.959044,2.646671
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000448.png,0.093410,0.877503,6.638478
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000704.png,0.059781,0.942027,2.704613
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000640.png,0.058320,0.984092,2.513704
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000512.png,0.095377,0.905293,3.937658
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000768.png,0.075655,0.926145,3.537030
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000160.png,0.046388,0.986090,2.224535
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000416.png,0.115856,0.887624,7.011187
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000480.png,0.091844,0.951357,3.153313
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000288.png,0.085771,0.912782,4.996187
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000544.png,0.076782,0.898064,4.627559
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000096.png,0.043152,0.965872,3.921807
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000384.png,0.117563,0.851544,8.034542
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000256.png,0.059787,0.975979,2.323994
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000320.png,0.081507,0.833347,4.566906
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000005.png,0.081423,0.989093,2.324325
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000010.png,0.046576,0.990121,2.379694
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000015.png,0.046997,0.987548,2.474532
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000020.png,0.043116,0.982427,2.730885
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000025.png,0.035200,0.989807,2.089434
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000030.png,0.045212,0.988439,1.911978
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000035.png,0.038071,0.996201,1.829076
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000040.png,0.042302,0.996772,1.747421
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000045.png,0.048530,0.998178,1.153958
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000050.png,0.062264,0.997917,1.166776
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000055.png,0.048729,0.996932,1.129772
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000060.png,0.070006,0.992330,2.341319
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000065.png,0.055744,0.983841,2.245982
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000070.png,0.063384,0.996585,1.777249
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000075.png,0.051995,0.994903,1.933092
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000080.png,0.046526,0.996571,1.633704
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000085.png,0.040275,0.996019,1.505592
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000090.png,0.061905,0.997444,1.727127
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000095.png,0.069613,0.991538,1.941922
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000100.png,0.055266,0.992541,1.894414
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000105.png,0.050643,0.990163,1.283700
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000110.png,0.076743,0.993167,1.804744
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000115.png,0.042941,0.993476,1.411105
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000005.png,0.056568,0.982118,2.979387
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000006.png,0.066331,0.974895,3.150880
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000007.png,0.068529,0.965730,2.935638
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000008.png,0.061412,0.976604,2.631423
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000009.png,0.070029,0.989541,2.749946
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000010.png,0.083981,0.962782,3.361398
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000011.png,0.072611,0.975584,3.021141
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000012.png,0.072684,0.982661,3.330159
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000013.png,0.076310,0.979958,3.032460
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000014.png,0.069535,0.980604,3.201210
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000015.png,0.067049,0.960544,3.132920
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000016.png,0.060970,0.979458,2.921456
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000046.png,0.055228,0.955750,2.419053
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000014.png,0.065356,0.939670,1.976098
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000036.png,0.053335,0.983876,1.717129
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000028.png,0.052965,0.972489,1.989885
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000026.png,0.046755,0.980302,1.339939
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000050.png,0.079522,0.965642,3.454567
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000040.png,0.047039,0.963456,1.929483
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000008.png,0.065077,0.960629,3.078762
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000016.png,0.060756,0.972192,1.945825
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000044.png,0.044247,0.960414,1.738458
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000018.png,0.068758,0.938095,2.248731
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000032.png,0.055105,0.981712,2.084553
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000042.png,0.041959,0.970303,1.659882
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000010.png,0.060241,0.968251,2.217388
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000020.png,0.059718,0.961616,1.981025
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000048.png,0.061959,0.965152,3.282735
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000052.png,0.070918,0.945683,3.521357
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000006.png,0.054399,0.968401,2.796903
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000030.png,0.050400,0.979695,1.878306
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000012.png,0.061684,0.978197,2.021791
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000038.png,0.047277,0.963714,1.956966
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000022.png,0.058253,0.977854,1.953319
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000011.png,0.046119,0.968387,3.364624
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000033.png,0.040858,0.975136,2.581020
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000242.png,0.045613,0.995544,1.913324
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000253.png,0.052010,0.992266,2.195774
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000286.png,0.040206,0.987253,1.848535
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000154.png,0.050953,0.988727,2.290174
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000099.png,0.070742,0.958394,3.104715
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000220.png,0.051309,0.984129,2.275899
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000022.png,0.062851,0.978801,3.088709
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000077.png,0.050277,0.980993,2.643274
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000187.png,0.043911,0.979156,2.409001
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000143.png,0.073050,0.930516,3.639776
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000066.png,0.049657,0.983993,2.384519
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000176.png,0.095595,0.954640,3.228778
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000110.png,0.061132,0.964095,2.740398
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000275.png,0.047100,0.986048,2.297188
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000264.png,0.056611,0.959218,3.263493
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000198.png,0.051256,0.958485,3.098564
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000055.png,0.044846,0.984180,2.818707
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000088.png,0.061107,0.951341,3.251717
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000121.png,0.051502,0.964848,2.967367
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000209.png,0.050052,0.982048,2.674006
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000165.png,0.080114,0.942259,3.896101
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000231.png,0.081230,0.947356,3.346961
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000044.png,0.051861,0.988383,2.460900
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000056.png,0.100613,0.904279,4.608385
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000344.png,0.039654,0.986634,2.275089
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000358.png,0.034867,0.990166,2.199432
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000316.png,0.041810,0.980751,2.550804
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000238.png,0.065466,0.939997,3.759460
