rgb,abs_rel,d1,rmse
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000352.png,0.103151,0.934555,3.456708
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000608.png,0.097257,0.907125,2.982349
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000224.png,0.082098,0.990157,2.048819
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000576.png,0.108499,0.908438,3.826175
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000672.png,0.095977,0.908814,3.220607
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000064.png,0.090578,0.983913,2.122860
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000448.png,0.107479,0.922547,6.245973
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000704.png,0.112995,0.907978,3.082055
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000640.png,0.088892,0.977809,2.189064
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000512.png,0.098781,0.974937,3.289192
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000768.png,0.103088,0.902608,3.058461
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000160.png,0.090599,0.987531,2.345659
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000416.png,0.123533,0.918238,7.549825
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000480.png,0.092463,0.964004,3.397036
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000288.png,0.118954,0.858433,5.008826
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000544.png,0.103696,0.930331,3.609470
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000096.png,0.127266,0.961823,3.462085
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000384.png,0.128617,0.880764,8.569948
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000256.png,0.086360,0.985968,2.598262
2011_09_26/2011_09_26_drive_0036_sync/image_02/data/0000000320.png,0.100669,0.889940,2.281056
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000005.png,0.040204,0.989233,1.895970
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000010.png,0.056459,0.993394,1.949866
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000015.png,0.067996,0.992138,2.544555
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000020.png,0.083674,0.993346,2.672104
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000025.png,0.077724,0.992176,2.342171
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000030.png,0.081173,0.996971,1.981481
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000035.png,0.105377,0.997500,1.879923
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000040.png,0.119721,0.997808,1.859469
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000045.png,0.118348,0.996902,1.754021
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000050.png,0.092009,0.997740,1.262449
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000055.png,0.081153,0.998304,1.303362
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000060.png,0.076248,0.997583,1.256057
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000065.png,0.063189,0.996130,1.419509
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000070.png,0.073300,0.996899,1.263402
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000075.png,0.091686,0.999001,1.423123
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000080.png,0.081194,0.999290,1.339072
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000085.png,0.104445,0.998855,1.491317
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000090.png,0.091981,0.996672,1.472989
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000095.png,0.096449,0.976933,1.586371
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000100.png,0.101866,0.973680,1.576013
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000105.png,0.105869,0.989679,1.560961
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000110.png,0.110635,0.985406,1.777276
2011_09_26/2011_09_26_drive_0046_sync/image_02/data/0000000115.png,0.097582,0.983347,1.679379
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000005.png,0.084067,0.994152,2.456636
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000006.png,0.066063,0.994916,2.169080
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000007.png,0.069552,0.991280,2.171710
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000008.png,0.059490,0.995008,2.015088
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000009.png,0.063857,0.992711,2.032985
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000010.png,0.061276,0.995157,2.052107
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000011.png,0.058137,0.993311,2.026055
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000012.png,0.061949,0.993661,2.071978
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000013.png,0.066361,0.990653,2.200941
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000014.png,0.060765,0.995027,1.916340
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000015.png,0.066214,0.993433,2.012769
2011_09_26/2011_09_26_drive_0048_sync/image_02/data/0000000016.png,0.065668,0.989688,2.199432
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000046.png,0.043785,0.984880,1.619109
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000014.png,0.059991,0.992825,1.497159
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000036.png,0.045462,0.993103,1.374030
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000028.png,0.043445,0.995076,1.299772
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000026.png,0.044475,0.995984,0.743310
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000050.png,0.051790,0.981739,2.153452
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000040.png,0.038863,0.993295,1.545148
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000008.png,0.074481,0.992516,1.890924
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000016.png,0.061099,0.991961,1.380267
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000044.png,0.040717,0.993117,1.317171
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000018.png,0.061315,0.991914,1.383501
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000032.png,0.040953,0.994174,1.234996
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000042.png,0.038285,0.994363,1.417601
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000010.png,0.066891,0.994301,1.790946
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000020.png,0.057874,0.992923,1.235746
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000048.png,0.049150,0.976491,2.437837
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000052.png,0.051163,0.982713,2.319393
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000006.png,0.073826,0.992465,1.677202
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000030.png,0.042059,0.996197,0.981154
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000012.png,0.062650,0.993982,1.730350
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000038.png,0.038108,0.995210,1.124318
2011_09_26/2011_09_26_drive_0052_sync/image_02/data/0000000022.png,0.050168,0.994720,1.018093
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000011.png,0.114853,0.933857,4.035930
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000033.png,0.120006,0.925006,3.512025
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000242.png,0.088743,0.965901,2.324397
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000253.png,0.092315,0.962971,2.495694
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000286.png,0.096940,0.972220,2.537975
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000154.png,0.130086,0.921893,3.392013
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000099.png,0.135449,0.889094,3.367307
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000220.png,0.105529,0.992995,2.205848
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000022.png,0.113133,0.948075,3.716179
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000077.png,0.103798,0.959793,3.150511
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000187.png,0.101037,0.940367,2.019954
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000143.png,0.105507,0.971581,3.188308
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000066.png,0.123960,0.944999,3.588978
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000176.png,0.140356,0.914826,3.163085
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000110.png,0.118893,0.944909,3.073845
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000275.png,0.091675,0.916219,2.333121
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000264.png,0.087514,0.968336,2.422004
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000198.png,0.069521,0.996831,1.897125
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000055.png,0.104823,0.972654,3.028156
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000088.png,0.125346,0.964040,3.211470
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000121.png,0.115557,0.911397,2.876857
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000209.png,0.084776,0.980956,2.192662
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000165.png,0.123021,0.956864,3.944151
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000231.png,0.080010,0.986175,1.738121
2011_09_26/2011_09_26_drive_0056_sync/image_02/data/0000000044.png,0.120837,0.961722,3.206792
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000056.png,0.141891,0.927512,3.548830
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000344.png,0.079953,0.991802,2.142345
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000358.png,0.100828,0.985171,1.985714
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000316.png,0.098711,0.978204,1.743928
2011_09_26/2011_09_26_drive_0059_sync/image_02/data/0000000238.png,0.127248,0.918644,2.912346
